sex,length,diameter,height,wholeWeight,shuckedWeight,visceraWeight,shellWeight,rings,ageCategory
M,0.5150,0.4000,0.1250,0.9550,0.3410,0.2535,0.2600,13,10-15
M,0.5450,0.4100,0.1450,0.8730,0.3035,0.1960,0.3100,18,15-20
M,0.7400,0.5350,0.1850,1.6500,0.7340,0.4505,0.3350,13,10-15
M,0.5650,0.4650,0.1500,1.1285,0.3770,0.3525,0.3300,16,15-20
M,0.5600,0.4400,0.1600,1.1115,0.5035,0.2785,0.2600,10,5-10
M,0.5450,0.4200,0.1250,0.9745,0.3530,0.1740,0.3050,13,10-15
M,0.6450,0.5150,0.1850,1.4605,0.5835,0.3155,0.4100,19,15-20
M,0.5750,0.4350,0.1300,1.0105,0.3680,0.2220,0.3200,10,5-10
M,0.6200,0.4800,0.1600,1.0765,0.4120,0.2530,0.3000,13,10-15
F,0.6050,0.4500,0.1650,1.2225,0.3570,0.2020,0.3850,13,10-15
M,0.6050,0.4750,0.1600,1.6160,0.5495,0.3320,0.3400,18,15-20
F,0.4750,0.3750,0.1500,0.5590,0.1955,0.1215,0.1945,12,10-15
M,0.3650,0.2850,0.0850,0.2205,0.0855,0.0515,0.0700,9,5-10
F,0.4600,0.3500,0.1150,0.4400,0.1900,0.1025,0.1300,8,5-10
M,0.5300,0.4300,0.1350,0.8790,0.2800,0.2165,0.2500,10,5-10
M,0.4800,0.3950,0.1500,0.6815,0.2145,0.1405,0.2495,18,15-20
M,0.4550,0.3450,0.1500,0.5795,0.1685,0.1250,0.2150,13,10-15
I,0.3500,0.2650,0.1100,0.2090,0.0660,0.0590,0.0750,9,5-10
M,0.3700,0.2800,0.1050,0.2240,0.0815,0.0575,0.0750,8,5-10
I,0.3400,0.2500,0.0750,0.1765,0.0785,0.0405,0.0500,7,5-10
I,0.3500,0.2800,0.0750,0.1960,0.0820,0.0400,0.0640,8,5-10
I,0.3500,0.2650,0.0800,0.1920,0.0810,0.0465,0.0530,6,5-10
I,0.3900,0.3150,0.0900,0.3095,0.1470,0.0500,0.0900,7,5-10
I,0.3950,0.3100,0.0950,0.3130,0.1310,0.0720,0.0930,7,5-10
I,,0.3100,0.1050,0.3595,0.1670,0.0830,0.0915,6,5-10
I,0.4300,0.3200,0.1000,0.3855,0.1920,0.0745,0.1000,7,5-10
I,0.4800,0.3550,0.1150,0.5785,0.2500,0.1060,0.1840,8,5-10
M,0.4900,0.3950,0.1200,0.6740,0.3325,0.1235,0.1850,9,5-10
F,0.4900,0.3700,0.1050,0.5265,0.2490,0.1005,0.1480,7,5-10
F,0.5600,0.4650,0.1600,1.0315,0.4320,0.2025,0.3370,9,5-10
M,0.5600,0.4500,0.1400,0.9000,0.4720,0.1820,0.2180,7,5-10
M,0.5800,0.4600,0.1500,1.0165,0.4910,0.2210,0.2650,9,5-10
F,0.5800,0.4800,0.1800,1.2495,0.4945,0.2700,0.3710,8,5-10
M,0.5900,0.4700,0.1350,1.1685,0.5390,0.2790,0.2800,8,5-10
F,0.5950,0.4750,0.1650,1.1480,0.4440,0.2140,0.3700,10,5-10
M,0.6000,0.4750,0.1500,1.0890,0.5195,0.2230,0.2920,11,10-15
M,0.6100,0.4700,0.1550,1.0325,0.4970,0.2175,0.2785,9,5-10
F,0.6300,0.4750,0.1500,1.1720,0.5360,0.2540,0.3160,11,10-15
M,0.6400,0.5100,0.1700,1.3715,0.5670,0.3070,0.4090,10,5-10
F,0.6500,0.5450,0.1850,1.5055,0.6565,0.3410,0.4300,10,5-10
M,0.7100,0.5500,0.2000,1.9045,0.8820,0.4400,,13,10-15
M,0.7400,0.6050,0.2000,2.4925,1.1455,0.5750,0.5235,13,10-15
I,0.2500,0.1800,0.0650,0.0805,0.0345,0.0185,0.0215,4,<5
I,0.2800,0.2100,0.0650,0.1110,0.0425,0.0285,0.0300,6,5-10
I,0.3250,0.2400,0.0750,0.1520,0.0650,0.0305,0.0450,6,5-10
I,0.3500,0.2650,0.0950,0.1990,0.0730,0.0490,0.0600,5,<5
I,0.3600,0.2700,0.0900,0.2190,0.0970,0.0405,0.0650,6,5-10
I,0.3650,0.2700,0.1050,0.2155,0.0915,0.0475,0.0630,6,5-10
I,0.3700,0.2800,0.0900,0.2565,0.1255,0.0645,0.0645,6,5-10
I,0.3750,0.2850,0.0900,0.2570,0.1045,0.0620,0.0750,7,5-10
I,0.3800,0.2750,0.0950,0.2505,0.0945,0.0655,0.0750,6,5-10
I,0.3950,0.3000,0.0900,0.2790,0.1340,0.0490,0.0750,8,5-10
I,0.4300,0.3350,0.1050,0.3780,0.1880,0.0785,0.0900,6,5-10
I,0.4400,0.3500,0.1250,0.4560,0.2100,0.0955,0.1310,8,5-10
I,0.4650,0.3700,0.1000,0.5055,0.2340,0.1100,0.1400,7,5-10
F,0.4650,0.3550,0.1150,0.4705,0.1955,0.1180,0.1260,7,5-10
M,0.4800,0.3700,0.1300,0.6430,0.3490,0.1155,0.1350,8,5-10
I,0.4850,0.3700,0.1000,0.5130,0.2190,0.1075,0.1300,7,5-10
F,0.4900,0.4000,0.1150,0.5690,0.2560,0.1325,0.1450,9,5-10
I,0.4950,0.4000,0.1450,0.5780,0.2545,0.1305,0.1645,8,5-10
I,,0.3850,0.1100,0.5960,0.3015,0.1040,0.1510,8,5-10
F,0.5050,0.3900,0.1200,0.5725,0.2555,0.1325,0.1460,8,5-10
M,0.5200,0.3900,0.1200,0.6435,0.2885,0.1570,0.1610,7,5-10
M,0.5200,0.3950,0.1250,0.8115,0.4035,0.1660,0.2000,7,5-10
F,0.5250,0.4400,0.1250,0.7115,0.3205,0.1590,0.1915,7,5-10
M,0.5500,0.4400,0.1550,0.9155,0.3645,0.1950,0.2500,8,5-10
F,0.5550,0.4400,0.1450,0.8815,0.4300,0.1975,0.2155,8,5-10
F,0.5550,0.4200,0.1100,0.9310,0.4445,0.1710,0.2250,8,5-10
F,0.5750,0.4600,0.1650,1.0650,0.4985,0.2145,0.2815,8,5-10
M,0.6000,0.4750,0.1550,1.1385,0.5020,0.2295,0.3100,9,5-10
F,0.6100,0.4800,0.1600,1.2340,0.5980,0.2380,0.3150,12,10-15
F,0.6100,0.4950,0.1750,1.2635,0.5300,0.3150,0.3455,10,5-10
F,0.6100,0.4700,0.1600,1.0745,0.4925,0.2360,0.2900,8,5-10
M,0.6150,0.5050,0.1900,1.4030,0.6715,0.2925,0.3650,8,5-10
M,0.6200,0.4850,0.1650,1.1325,0.5235,0.2505,0.2825,9,5-10
F,0.6250,0.4950,0.1600,1.1115,0.4495,0.2825,0.3450,11,10-15
F,0.6250,0.4700,0.1700,1.2550,0.5250,0.2415,0.4050,10,5-10
M,0.6250,0.4850,0.1700,1.4370,0.5855,0.2930,0.4750,11,10-15
M,0.6350,0.4950,0.1550,1.3635,0.5830,0.2985,0.2950,10,5-10
F,0.6400,0.4800,0.1950,1.1435,0.4915,0.2345,0.3530,9,5-10
M,0.6400,,0.1700,1.4545,0.6420,0.3575,0.3540,9,5-10
M,0.6600,0.5250,0.1800,1.4780,0.5815,0.3810,0.3720,10,5-10
F,0.6650,0.5200,0.1650,1.6885,0.7295,0.4070,0.4265,11,10-15
F,0.7150,0.5850,0.2300,2.0725,0.8655,0.4095,0.5650,10,5-10
M,0.7200,0.5650,0.2000,1.7870,0.7180,0.3850,0.5290,11,10-15
F,0.7250,0.5800,0.1850,1.5230,0.8045,0.3595,0.4375,9,5-10
I,0.1650,0.1200,0.0500,0.0210,0.0075,0.0045,0.0140,3,<5
I,0.2100,0.1500,0.0550,0.0455,0.0200,0.0065,0.0130,4,<5
I,0.3550,0.2650,0.0850,,0.1220,0.0525,0.0600,6,5-10
I,0.4000,0.3150,0.0850,0.2675,0.1160,0.0585,0.0765,6,5-10
I,0.4000,0.2900,0.1000,0.2580,0.1040,0.0590,0.0815,7,5-10
I,0.4000,0.3000,0.1100,0.2985,0.1375,0.0710,0.0750,6,5-10
I,0.4350,0.3350,0.1100,0.4110,0.2025,0.0945,0.1000,7,5-10
I,0.4400,0.3300,0.1100,0.3800,0.1970,0.0790,0.0900,7,5-10
I,0.4500,0.3400,0.1050,0.4385,0.2100,0.0925,0.1200,8,5-10
I,0.4650,0.3450,0.1050,0.4015,0.2420,0.0345,0.1090,6,5-10
I,0.4700,0.3550,0.1450,0.4485,0.1560,0.1020,0.1230,7,5-10
I,0.4700,0.3550,0.1150,0.4155,0.1670,0.0840,0.1390,7,5-10
I,0.4750,0.4200,0.1600,0.7095,0.3500,0.1505,0.1845,8,5-10
I,0.4850,0.3700,0.1150,0.6370,0.3800,0.1335,0.1280,7,5-10
F,0.5050,0.4750,0.1600,1.1155,0.5090,0.2390,0.3065,8,5-10
I,0.5100,0.4050,0.1300,0.5990,0.3065,0.1155,0.1485,8,5-10
I,0.5200,0.3800,0.1300,0.5345,0.2375,0.1220,0.1535,8,5-10
F,0.5300,0.4200,0.1400,0.6270,0.2905,0.1165,0.1830,8,5-10
M,0.5350,0.4200,0.1600,0.7465,0.3480,0.1515,0.2185,10,5-10
M,0.5500,0.4400,0.1600,0.9850,0.4645,0.2010,0.2700,8,5-10
M,0.5550,0.4400,0.1450,0.8500,0.4165,0.1685,0.2300,8,5-10
M,0.5550,0.4400,0.1500,0.8380,0.4155,0.1460,0.2300,8,5-10
F,0.5550,0.4300,0.1350,0.8120,0.4055,0.1630,0.2215,9,5-10
M,0.5600,,0.1300,0.7615,0.3695,0.1700,0.1955,8,5-10
M,0.5750,0.4400,0.1450,0.8700,0.3945,0.2195,0.2250,8,5-10
F,0.5850,0.4500,0.1450,0.9835,0.4845,0.2420,0.2200,9,5-10
M,0.5900,0.4600,0.1450,0.9290,0.3800,0.2400,0.2550,10,5-10
F,0.5950,0.4700,0.1650,1.0155,0.4910,0.1905,0.2890,9,5-10
M,0.6000,0.4100,0.1450,0.9390,0.4475,0.1960,0.2680,8,5-10
M,0.6000,0.4750,0.1600,1.1640,0.5045,0.2635,0.3350,12,10-15
M,0.6100,0.4700,0.1750,1.2140,0.5315,0.2835,0.3250,10,5-10
F,0.6150,0.4900,0.1900,1.1345,0.4695,0.2570,0.3480,11,10-15
F,0.6200,0.5100,0.1800,1.2330,0.5920,0.2740,0.3220,10,5-10
M,0.6250,0.4950,0.1800,1.0815,0.4715,0.2540,0.3135,10,5-10
M,0.6250,0.4700,0.1750,1.1790,0.6050,0.2580,0.2710,9,5-10
F,0.6400,,0.1650,1.1635,0.5540,0.2390,0.3200,11,10-15
F,0.6400,0.4750,0.1750,1.1545,0.4865,0.3410,0.2880,9,5-10
F,0.6450,0.5200,0.1750,1.3345,0.6670,0.2665,0.3550,10,5-10
M,0.6500,0.5050,0.1800,1.4690,0.7115,0.3335,0.3800,9,5-10
M,0.6550,0.5200,0.1800,1.4920,0.7185,0.3600,0.3550,11,10-15
F,0.6550,0.5400,0.1750,1.5585,0.7285,0.4020,0.3850,11,10-15
F,0.6600,,0.1750,1.3275,0.5560,0.2805,0.4085,9,5-10
M,0.6700,0.5250,0.1800,1.6615,0.8005,0.3645,0.4300,10,5-10
F,0.6900,0.5250,0.1900,1.4920,0.6425,0.3905,0.4200,12,10-15
F,0.7000,0.5750,0.2000,1.7365,0.7755,0.3965,0.4610,11,10-15
F,0.7000,0.5600,0.1750,1.6605,0.8605,0.3275,0.3980,11,10-15
M,0.7100,0.5700,0.1950,1.3480,0.8985,0.4435,0.4535,11,10-15
M,0.7150,0.5450,0.1800,1.7405,0.8710,0.3470,0.4490,10,5-10
F,0.7200,0.5450,0.1850,1.7185,0.7925,0.4010,0.4680,11,10-15
I,0.2150,0.1500,0.0550,0.0410,0.0150,0.0090,0.0125,3,<5
I,0.2400,0.1850,0.0600,0.0655,0.0295,0.0005,0.0200,4,<5
I,0.2600,0.2050,0.0700,0.0970,0.0415,0.0190,0.0305,4,<5
I,0.3200,0.2400,0.0850,0.1310,0.0615,0.0265,0.0380,6,5-10
I,0.3300,0.2300,0.0850,0.1695,0.0790,0.0260,0.0505,6,5-10
I,0.3350,0.2600,0.0850,0.1920,0.0970,0.0300,0.0540,6,5-10
I,0.3500,0.2600,0.0900,0.1765,0.0720,0.0355,0.0575,7,5-10
I,0.3500,0.2650,0.0850,0.1735,0.0775,0.0340,0.0560,6,5-10
I,0.3600,0.2650,0.0750,0.1785,0.0785,0.0350,0.0540,6,5-10
I,0.3600,0.2650,0.0900,0.2055,0.0960,0.0370,0.0585,7,5-10
I,0.3650,0.2750,0.0900,0.2345,0.1080,0.0510,0.0625,7,5-10
I,0.3800,0.2850,0.0900,0.2305,0.1005,0.0390,0.0775,7,5-10
I,0.4000,0.3100,0.1150,0.3140,0.1545,0.0595,0.0870,6,5-10
I,0.4000,0.3150,0.0900,0.3300,0.1510,0.0680,0.0800,6,5-10
I,0.4000,0.2650,0.1000,0.2775,0.1245,0.0605,0.0800,9,5-10
I,0.4250,0.3250,0.1100,0.4050,0.1695,0.0920,0.1065,8,5-10
I,0.4300,0.3250,0.1050,0.3090,0.1190,0.0800,0.0980,6,5-10
M,0.4350,0.3350,0.1100,0.4385,0.2075,0.0715,0.1315,7,5-10
I,0.4350,0.3400,0.1200,0.3960,0.1775,0.0810,0.1250,8,5-10
I,0.4450,0.3550,0.0950,0.3615,0.1415,0.0785,0.1200,8,5-10
I,0.4500,0.3500,0.1100,0.5140,0.2530,0.1045,0.1400,8,5-10
I,0.4550,0.4350,0.1100,0.4265,0.1950,0.0900,0.1205,8,5-10
I,0.4600,0.3400,0.0900,0.3840,0.1795,0.0680,0.1100,8,5-10
I,0.4750,0.3550,0.1250,0.4865,0.2155,0.1105,0.1420,9,5-10
I,0.4750,0.3600,0.1350,0.4355,0.1960,0.0925,0.1250,8,5-10
I,0.4750,0.3500,0.1150,0.4980,0.2375,0.0990,0.1400,7,5-10
I,0.4800,0.3550,0.1250,0.4940,0.2385,0.0835,0.1500,9,5-10
F,0.4950,0.3700,0.1200,0.5940,0.2800,0.1100,0.1375,7,5-10
I,,0.3650,0.1250,0.5280,0.2290,0.1030,0.1645,9,5-10
M,0.5050,0.3900,0.1150,0.5585,0.2575,0.1190,0.1535,8,5-10
I,0.5150,0.4000,0.1350,0.6360,0.3055,0.1215,0.1855,9,5-10
I,0.5250,0.3900,0.1050,0.5670,0.2875,0.1075,0.1600,8,5-10
I,0.5300,0.4050,0.1300,0.6615,0.2945,0.1395,0.1900,9,5-10
I,0.5300,0.4200,0.1300,0.6580,0.2960,0.1245,0.1980,8,5-10
M,0.5350,,0.1350,0.7800,0.3165,0.1690,0.2365,8,5-10
I,0.5350,0.4100,0.1300,0.6075,0.2680,0.1225,0.1975,9,5-10
I,0.5400,0.4100,0.1350,0.7025,0.3100,0.1770,0.2000,8,5-10
I,0.5500,0.4250,0.1550,0.8725,0.4120,0.1870,0.2425,10,5-10
F,0.5650,0.4500,0.1750,1.2365,0.5305,0.2455,0.3080,10,5-10
M,0.5700,0.4700,0.1550,1.1860,0.6355,0.2315,0.2770,10,5-10
I,0.5700,0.4200,0.1300,0.7745,0.3535,0.1505,0.2365,9,5-10
F,0.5700,0.4200,0.1600,0.8875,0.4315,0.1915,0.2230,8,5-10
I,0.5750,0.4550,0.1550,0.8725,0.3490,0.2095,0.2850,8,5-10
I,0.5750,0.4400,0.1250,0.8515,0.4555,0.1715,0.1965,9,5-10
F,0.5750,0.4750,0.1600,0.8950,0.3605,0.2210,0.2710,9,5-10
M,0.5750,0.4500,0.1550,0.8860,0.3605,0.2110,0.2575,9,5-10
I,0.5800,0.4600,0.1400,0.9265,0.4135,0.1845,0.2700,10,5-10
I,0.5800,0.4600,0.1400,0.8295,0.3915,0.1650,0.2380,10,5-10
I,0.5800,0.4700,0.1500,0.9070,0.4440,0.1855,0.2445,11,10-15
M,0.5800,0.4700,0.1650,1.0410,0.5400,0.1660,0.2790,9,5-10
F,0.5850,0.4650,0.1650,0.9355,0.4035,0.2275,0.2590,9,5-10
F,0.5850,0.4600,0.1650,1.0580,0.4860,0.2500,0.2940,9,5-10
F,0.5950,0.4650,0.1450,0.7955,0.3425,0.1795,0.2425,10,5-10
F,0.6000,0.4700,0.1700,1.0805,0.4995,0.2245,0.3205,9,5-10
M,0.6000,0.4700,0.1500,0.9280,0.4225,0.1830,0.2750,8,5-10
F,0.6000,0.4750,0.1550,1.0590,0.4410,0.1900,0.3900,11,10-15
M,0.6000,0.4750,0.2300,1.1570,0.5220,0.2235,0.3600,11,10-15
F,0.6000,0.4750,0.1700,1.0880,0.4905,0.2475,0.3100,10,5-10
F,0.6000,0.4850,0.1450,0.7760,0.3545,0.1585,0.2390,9,5-10
F,0.6200,0.4800,0.1650,1.0430,0.4835,0.2210,0.3100,10,5-10
M,0.6250,0.4800,0.1600,1.1415,0.5795,0.2145,0.2900,9,5-10
F,0.6250,0.4750,0.1600,1.3335,0.6050,0.2875,0.3190,10,5-10
F,0.6250,,0.1750,1.2730,0.5640,0.3020,0.3740,9,5-10
M,0.6250,0.4900,0.1650,1.1835,0.5170,0.2375,0.3900,11,10-15
M,0.6250,0.4850,0.1600,1.2135,0.6310,0.2235,0.3020,9,5-10
I,0.6300,0.4650,0.1500,1.0315,0.4265,0.2400,0.3250,11,10-15
M,0.6350,0.4950,0.1700,1.3695,0.6570,0.3055,0.3650,10,5-10
M,0.6500,0.5150,0.1850,1.3745,0.7500,0.1805,0.3690,12,10-15
M,0.6500,0.5150,0.1800,1.4630,0.6580,0.3135,0.4115,11,10-15
F,0.6500,0.5200,0.1950,1.6275,0.6890,0.3905,0.4320,11,10-15
F,0.6500,0.4750,0.1650,1.3875,0.5800,0.3485,0.3095,9,5-10
M,0.6550,0.5250,0.1600,1.4600,0.6860,0.3110,0.4050,11,10-15
F,0.6550,0.5300,0.1650,1.2835,0.5830,0.1255,0.4000,8,5-10
F,0.6600,,0.1550,1.3765,0.6485,0.2880,0.3350,12,10-15
M,0.6600,0.5150,0.2000,1.6465,0.7490,0.4220,0.4010,11,10-15
M,0.6750,0.5150,0.1450,1.2650,0.6025,0.2990,0.3250,10,5-10
M,0.6850,0.5300,0.1700,1.5600,0.6470,0.3830,0.4650,11,10-15
M,0.7150,0.5200,0.1800,1.6000,0.7080,0.3525,0.4450,12,10-15
M,0.7350,0.5550,0.2200,2.3330,1.2395,0.3645,0.6195,12,10-15
I,0.1750,0.1250,0.0400,0.0280,0.0095,0.0080,0.0090,4,<5
I,0.3700,0.2850,0.0950,0.2260,0.1135,0.0515,0.0675,8,5-10
I,0.3950,0.3000,0.0900,0.2855,0.1385,0.0625,0.0770,5,<5
I,0.4200,0.3250,0.1100,0.3250,0.1245,0.0755,0.1025,7,5-10
I,0.4550,0.3700,0.1100,0.5140,0.2385,0.1235,0.1260,8,5-10
I,0.4950,0.3750,0.1150,0.5755,0.3100,0.1145,0.1395,8,5-10
F,0.5100,0.3750,0.1100,0.5805,0.2865,0.1180,0.1480,7,5-10
M,0.5150,0.3900,0.1400,0.6780,0.3410,0.1325,0.1190,8,5-10
M,0.5450,0.4300,0.1550,0.8035,0.4090,0.1440,0.2280,7,5-10
F,0.5550,0.4050,0.1200,0.9130,0.4585,0.1960,0.2065,9,5-10
M,0.5800,0.4500,0.1600,0.8675,0.3935,0.2210,0.2150,9,5-10
F,0.5900,0.4650,0.1700,1.0425,0.4635,0.2400,0.2700,10,5-10
M,0.6000,0.4600,0.1800,1.1400,0.4230,0.2575,0.3650,10,5-10
F,0.6100,0.4900,0.1700,1.3475,0.7045,0.2500,0.3045,11,10-15
M,0.6150,0.4750,0.1550,1.0735,0.4375,0.2585,0.3100,11,10-15
M,0.6150,0.4750,0.1900,1.4335,0.7315,0.3050,0.3285,9,5-10
M,0.6150,0.4950,0.2000,1.3040,0.5795,0.3115,0.3710,14,10-15
M,0.6200,0.4600,0.1600,0.9505,0.4915,0.2000,0.2280,9,5-10
M,0.6300,0.5150,0.1700,1.3850,0.6355,0.2955,0.3800,11,10-15
F,0.6400,,0.1700,1.1200,0.4955,0.2645,0.3200,12,10-15
F,0.6400,,0.1700,1.2645,0.5650,0.3375,0.3150,9,5-10
F,0.6550,0.4550,0.1700,1.2750,0.5830,0.3030,0.3330,8,5-10
M,0.6550,0.5050,0.1650,1.2700,0.6035,0.2620,0.3350,10,5-10
M,0.6600,0.5300,0.1750,1.5830,0.7395,0.3505,0.4050,10,5-10
F,0.6650,,0.1750,1.4355,0.6430,0.3450,0.3700,9,5-10
F,0.6700,0.5250,0.1950,1.4200,0.5730,0.3680,0.3905,10,5-10
M,0.6900,0.5300,0.1900,1.5955,0.6780,0.3310,0.4800,10,5-10
M,0.7150,0.5250,0.2000,1.8900,0.9500,0.4360,0.4305,10,5-10
F,0.7350,0.5650,0.2250,2.0370,0.8700,0.5145,0.5675,13,10-15
I,0.2700,0.2050,0.0500,0.0840,0.0300,0.0185,0.0290,6,5-10
I,0.2850,0.2250,0.0700,0.1005,0.0425,0.0185,0.0350,7,5-10
I,0.2950,0.2200,0.0850,0.1285,0.0585,0.0270,0.0365,5,<5
I,0.3000,0.2250,0.0750,0.1345,0.0570,0.0280,0.0440,5,<5
I,0.3000,0.2200,0.0650,0.1195,0.0520,0.0155,0.0350,5,<5
I,0.3600,0.2650,0.0850,0.1895,0.0725,0.0515,0.0550,6,5-10
I,0.3700,0.2750,0.0950,0.2570,0.1015,0.0550,0.0825,6,5-10
I,0.3900,0.2900,0.0900,0.2745,0.1350,0.0455,0.0780,8,5-10
I,0.4350,0.3250,0.1000,0.3420,0.1335,0.0835,0.1050,6,5-10
I,0.4400,0.3400,0.1050,0.3440,0.1230,0.0810,0.1250,8,5-10
I,0.4400,0.3200,0.0950,0.3275,0.1495,0.0590,0.1000,8,5-10
I,0.4450,0.3450,0.1200,0.4035,0.1690,0.0825,0.1300,7,5-10
I,0.4650,0.3700,0.1150,0.4075,0.1515,0.0935,0.1455,9,5-10
I,0.4650,0.3550,0.1200,0.4975,0.2375,0.0990,0.1400,8,5-10
I,0.4700,0.3450,0.1200,0.3685,0.1525,0.0615,0.1250,8,5-10
I,0.4750,0.3650,0.1050,0.4175,0.1645,0.0990,0.1270,7,5-10
I,0.4750,0.3350,0.1000,0.4425,0.1895,0.0860,0.1350,9,5-10
I,0.4750,0.3500,0.1250,0.4225,0.1905,0.0790,0.1355,9,5-10
I,0.4850,0.3650,0.1250,0.4260,0.1630,0.0965,0.1510,8,5-10
I,0.4900,0.3900,0.1200,0.5110,0.2205,0.1030,0.1745,9,5-10
I,0.5150,0.4050,0.1300,0.5730,0.2130,0.1340,0.1950,9,5-10
I,0.5200,,0.1400,0.6385,0.2945,0.1405,0.1710,8,5-10
I,0.5250,0.4050,0.1250,0.6570,0.2985,0.1505,0.1680,10,5-10
F,0.5250,0.4250,0.1400,0.8735,0.4205,0.1820,0.2225,10,5-10
I,0.5300,0.4250,0.1300,0.7810,0.3905,0.2005,0.2150,9,5-10
I,0.5300,0.4200,0.1400,0.6765,0.2560,0.1855,0.2080,9,5-10
M,0.5300,0.4100,0.1250,0.7690,0.3460,0.1730,0.2150,9,5-10
I,0.5300,0.3950,0.1250,0.6235,0.2975,0.1080,0.1950,11,10-15
M,0.5350,0.4050,0.1400,0.7315,0.3360,0.1560,0.1900,7,5-10
I,0.5350,0.4500,0.1550,0.8075,0.3655,0.1480,0.2595,10,5-10
M,0.5450,0.4100,0.1400,0.7370,0.3490,0.1500,0.2120,9,5-10
F,0.5450,0.4100,0.1250,0.6540,0.2945,0.1315,0.2050,10,5-10
I,0.5500,,0.1500,0.7915,0.3535,0.1760,0.2360,10,5-10
I,0.5500,0.4500,0.1400,0.7530,0.3445,0.1325,0.2400,8,5-10
I,0.5500,0.4000,0.1350,0.7170,0.3315,0.1495,0.2210,9,5-10
I,0.5550,0.4300,0.1500,0.7830,0.3450,0.1755,0.2470,9,5-10
I,0.5750,0.4500,0.1450,0.8720,0.4675,0.1800,0.2170,9,5-10
I,0.5750,0.4400,0.1500,0.9830,0.4860,0.2150,0.2390,8,5-10
F,0.5850,0.4200,0.1550,1.0340,0.4370,0.2225,0.3200,11,10-15
F,0.5850,0.4650,0.1450,0.9855,0.4325,0.2145,0.2845,10,5-10
I,0.5850,0.4600,0.1400,0.7635,0.3260,0.1530,0.2650,9,5-10
M,0.5900,0.4650,0.1350,0.9895,0.4235,0.1990,0.2800,8,5-10
I,0.5950,0.4700,0.1350,0.9365,0.4340,0.1840,0.2870,10,5-10
F,0.5950,0.4400,0.1350,0.9640,0.5005,0.1715,0.2575,10,5-10
F,0.5950,0.4600,0.1550,1.0455,0.4565,0.2400,0.3085,10,5-10
F,0.5950,0.4500,0.1650,1.0810,0.4900,0.2525,0.2790,12,10-15
M,0.6000,0.4700,0.1600,1.0120,0.4410,0.2015,0.3050,10,5-10
F,0.6000,,0.1600,1.1220,0.5095,0.2560,0.3090,10,5-10
M,0.6050,0.4900,0.1650,1.1245,0.4920,0.2220,0.3555,11,10-15
F,0.6050,0.4900,0.1500,1.1345,0.4305,0.2525,0.3500,10,5-10
M,0.6100,0.4500,0.1900,1.0805,0.5170,0.2495,0.2935,10,5-10
F,0.6100,0.4950,0.1650,1.0835,0.4525,0.2730,0.3170,9,5-10
M,0.6150,0.4700,0.1750,1.2420,0.5675,0.2870,0.3170,11,10-15
M,0.6200,,0.1800,1.3915,0.7260,0.2795,0.3320,11,10-15
M,0.6200,0.5250,0.1550,1.0850,0.4540,0.1965,0.3500,10,5-10
I,0.6200,0.4700,0.1550,0.9660,0.4470,0.1710,0.2840,11,10-15
M,0.6200,0.4800,0.1650,1.0855,0.4810,0.2575,0.3050,10,5-10
F,0.6250,0.4850,0.1350,1.3025,0.6100,0.2675,0.3605,14,10-15
I,0.6250,0.4850,0.1600,1.1500,0.5255,0.2570,0.3315,11,10-15
I,0.6300,0.4900,0.1700,1.2170,0.5515,0.2120,0.3100,11,10-15
F,0.6300,0.5050,0.1950,1.3060,0.5160,0.3305,0.3750,9,5-10
M,0.6400,,0.1750,1.2730,0.5065,0.2925,0.4050,13,10-15
M,0.6450,0.5100,0.1900,1.4865,0.6445,0.2960,0.4250,12,10-15
M,0.6500,0.5200,0.1700,1.3655,0.6155,0.2885,0.3600,11,10-15
M,0.6500,0.4950,0.1700,1.2760,0.6215,0.2305,0.3990,11,10-15
M,0.6500,0.4950,0.1600,1.2075,0.5500,0.2695,0.3200,10,5-10
F,0.6500,0.5200,0.1950,1.2810,0.5985,0.2460,0.3825,10,5-10
M,0.6500,0.5250,0.2050,1.4275,0.6900,0.3060,0.4355,13,10-15
M,0.6500,0.5100,0.1750,1.1550,0.4955,0.2025,0.3850,12,10-15
F,0.6500,0.5100,0.1750,1.3500,0.5750,0.3155,0.3885,10,5-10
M,0.6500,0.5250,0.1900,1.3685,0.5975,0.2960,0.4000,11,10-15
F,0.6600,0.5300,0.1700,1.4310,0.6220,0.3090,0.3980,10,5-10
M,0.6600,0.5100,0.1800,1.2610,,0.2335,0.3390,10,5-10
F,0.6650,0.5400,0.1950,1.7640,0.8505,0.3615,0.4700,11,10-15
F,0.6700,0.5100,0.1550,1.2780,0.5605,0.3045,0.3580,11,10-15
M,0.6700,0.5400,0.1950,1.2170,0.5320,0.2735,0.3315,11,10-15
F,0.6700,0.5400,0.2000,1.4600,0.6435,0.3280,0.4165,9,5-10
F,0.6750,0.5350,0.1850,1.5575,0.7035,0.4020,0.4000,11,10-15
M,0.6750,0.5100,0.1700,1.5270,0.8090,0.3180,0.3410,11,10-15
F,0.6750,0.5300,0.1950,1.4985,0.6200,0.3750,0.4250,9,5-10
M,0.6850,0.5500,0.1900,1.8850,0.8900,0.4100,0.4895,10,5-10
M,0.6850,0.5350,0.1750,1.4320,0.6370,0.2470,0.4600,11,10-15
M,0.7050,0.5500,0.2100,1.4385,0.6550,0.3255,0.4620,11,10-15
