,intercolumnarDistance,upperMargin,lowerMargin,exploitation,rowNumber,modularRatio,interlinearSpacing,weight,peakNumber,modularRatioInterlinearSpacing,class
8978,1.772,0.015,0.335,-0.086,-2.688,0.190,0.333,0.165,-0.123,0.104,A
8979,-0.277,0.031,0.442,0.132,0.172,-0.640,0.069,0.352,0.282,-0.499,D
8980,-0.104,-0.197,0.221,0.174,0.262,0.855,-0.044,-0.462,-0.341,0.933,F
8981,-0.413,-0.707,0.357,1.604,-0.990,0.606,0.031,1.158,0.781,0.662,E
8982,0.019,-0.087,0.385,0.795,0.262,1.021,-0.082,-0.577,-0.684,1.114,A
8983,-0.018,-0.150,-2.976,-1.078,0.083,-0.266,-0.006,-0.628,0.095,-0.123,F
8984,0.155,-0.385,0.381,0.314,0.262,0.481,-0.157,-0.463,-0.279,0.661,F
8985,0.217,0.321,0.129,0.491,0.262,0.439,0.447,0.231,-0.279,0.281,A
8986,1.019,0.211,-0.156,-0.312,0.262,0.356,,0.306,-0.372,0.339,A
8987,0.143,-0.448,0.438,0.979,0.262,-0.433,0.296,1.130,0.220,-0.428,F
8988,0.427,-0.056,-0.084,0.139,0.977,-0.889,-1.101,0.511,1.467,-0.041,I
8989,-0.228,0.046,0.214,0.747,0.262,-0.350,0.447,0.753,0.750,-0.433,E
8990,0.069,0.227,0.015,-0.610,-1.079,0.938,0.371,-0.940,-0.341,0.742,A
8991,-0.289,0.831,0.157,0.988,0.530,1.519,-1.290,-0.338,0.158,2.552,Y
8992,0.155,0.290,0.207,-0.007,0.172,-0.848,0.145,0.562,0.906,-0.721,G
8993,-0.030,0.023,0.157,-0.771,0.262,2.931,0.900,-1.892,-2.119,2.145,H
8994,0.056,0.125,0.136,0.150,0.172,-0.350,,0.601,0.719,-0.280,A
8995,-0.030,-0.064,0.275,-0.395,0.262,-0.059,0.522,-0.546,-0.341,-0.216,F
8996,-0.326,0.321,,-1.945,-0.900,-1.138,0.258,-1.007,-0.092,-1.052,D
8997,0.155,-0.236,0.015,0.559,0.172,-0.640,-0.120,0.903,0.345,-0.394,A
8998,-0.314,-2.427,-0.006,-0.195,0.262,1.561,,-1.033,-0.653,1.427,A
8999,-0.117,-0.079,0.381,1.541,0.172,0.979,0.447,0.838,1.343,0.790,X
9000,0.106,0.290,0.172,-0.220,0.262,0.356,0.371,-0.540,-0.404,0.231,A
9001,0.377,0.023,0.140,1.071,0.977,-0.599,-0.535,1.293,2.060,-0.118,I
9002,0.278,-0.362,0.502,-1.589,0.262,0.689,0.635,-2.234,-0.965,0.404,F
9003,0.081,0.164,0.193,0.819,0.262,0.066,0.371,0.947,-0.279,-0.025,A
9004,-0.005,0.761,-0.095,-0.017,0.262,-1.138,0.296,-0.882,-0.840,-1.058,F
9005,-0.043,-0.236,-3.211,-0.272,0.262,0.190,0.145,0.933,0.875,0.212,A
9006,-0.240,-0.425,0.090,1.095,0.262,0.149,0.069,1.087,0.532,0.229,A
9007,0.229,-0.001,0.172,-0.003,0.262,-0.391,0.220,-0.080,-0.061,-0.352,A
9008,1.019,0.031,0.335,-2.318,-4.654,-1.138,-2.498,-1.712,-1.339,-2.559,A
9009,0.229,0.125,0.182,0.686,0.262,0.772,0.824,-0.026,-0.560,0.346,A
9010,-0.351,0.023,0.172,1.152,0.262,0.730,-0.233,0.765,1.966,0.953,X
9011,0.044,0.070,,0.373,0.262,-0.350,0.522,1.060,0.719,-0.453,H
9012,0.624,0.007,0.115,-0.351,0.887,-2.052,-1.479,-1.228,0.126,-1.051,I
9013,-0.154,9.656,0.054,0.566,-1.079,0.024,0.975,-1.469,-2.399,-0.468,F
9014,0.143,0.486,0.100,-0.449,0.172,0.232,-0.120,-0.692,-0.684,0.408,A
9015,-0.005,-0.221,-3.211,1.072,0.262,1.021,0.447,1.038,0.469,0.781,A
9016,-0.055,-0.221,0.467,-0.217,0.172,-0.723,,0.466,0.345,-0.633,D
9017,-0.228,0.290,0.132,-0.235,0.262,-1.346,-0.006,0.140,0.594,-1.089,E
9018,-0.043,-0.173,0.645,0.089,-0.990,-0.931,-1.856,-0.136,1.249,0.422,Y
9019,-0.092,-0.119,0.189,1.280,0.262,0.024,-0.308,0.172,-0.560,0.291,A
9020,0.081,0.486,0.143,0.006,0.262,-0.017,0.333,1.322,0.688,-0.094,G
9021,-0.129,0.070,0.314,0.511,0.083,0.979,0.409,-0.067,0.501,0.772,H
9022,0.106,-0.252,0.467,0.287,0.262,-0.183,0.296,0.205,0.002,-0.199,A
9023,0.501,-0.221,-0.035,0.497,0.172,1.727,0.031,-0.743,-0.404,1.660,A
9024,0.118,0.266,0.044,-0.590,0.172,-0.142,0.145,-0.786,0.033,-0.087,F
9025,-0.314,0.164,0.200,0.132,0.262,-1.720,-0.195,-0.083,-0.061,-1.359,E
9026,0.229,-0.016,0.317,-0.527,0.262,-0.516,0.371,-0.338,0.189,-0.544,F
9027,-0.092,-0.071,0.538,-1.179,0.262,-0.059,0.522,1.275,0.282,-0.219,E
9028,0.624,0.007,0.115,-0.351,0.887,-1.222,-1.026,-0.061,1.935,-0.460,I
9029,-0.141,-0.024,0.563,-1.881,0.083,-1.097,0.484,0.726,0.064,-1.112,C
9030,0.118,-0.166,0.563,0.567,0.619,0.107,-0.724,1.549,0.657,0.634,Y
9031,0.056,-0.731,0.442,0.184,0.262,1.685,0.371,-0.963,-0.217,1.414,A
9032,-0.030,-0.064,0.275,-0.395,0.262,-1.014,0.031,0.265,0.282,-0.817,F
9033,0.130,-0.071,0.214,0.916,0.262,-0.183,0.371,1.004,0.033,-0.252,A
9034,-0.425,-0.071,0.424,1.863,0.172,1.228,0.635,1.053,2.060,0.874,X
9035,-0.326,-0.079,0.239,0.567,0.262,1.145,0.296,-0.071,0.563,0.987,E
9036,-0.043,-2.395,-3.211,-1.128,-0.721,0.107,0.258,-0.078,0.251,0.070,A
9037,-0.080,0.180,0.310,1.180,-1.258,0.024,0.409,1.189,0.781,-0.066,E
9038,0.167,0.313,0.168,-0.383,0.262,0.232,0.598,0.524,-0.123,-0.005,A
9039,0.340,-0.299,0.719,-0.435,0.172,0.398,0.296,-0.512,-0.248,0.320,D
9040,-0.252,-0.064,0.595,0.891,0.530,-0.433,-1.139,1.736,2.964,0.409,X
9041,0.352,-0.260,0.463,-1.128,-1.079,0.107,-0.006,0.772,0.158,0.243,F
9042,-0.005,0.305,0.019,-0.040,0.262,-0.059,0.220,0.289,-0.435,-0.050,A
9043,-0.018,-0.150,-2.976,-1.078,0.083,-0.931,0.145,-0.890,-0.591,-0.802,F
9044,0.118,0.627,0.076,0.832,0.262,-1.180,0.220,-0.483,-0.934,-1.064,A
9045,-3.412,0.148,0.438,-1.048,-3.224,-1.844,-3.366,2.613,-3.802,-2.650,E
9046,-0.005,-0.260,0.367,-0.157,0.262,-0.931,0.635,0.686,0.251,-1.035,F
9047,0.130,-0.456,0.293,0.203,0.262,1.561,0.409,-0.576,-0.341,1.283,A
9048,0.192,0.227,0.118,-0.472,0.172,-0.557,-0.082,0.082,-0.248,-0.347,F
9049,0.488,-0.260,0.051,-0.756,0.977,-0.100,-1.403,-1.293,-0.185,0.936,I
9050,-0.635,-0.448,0.300,1.408,0.172,-0.723,-0.988,-1.068,-0.404,0.043,Y
9051,0.229,0.015,0.396,-1.400,0.083,-0.848,0.031,-0.857,0.750,-0.677,H
9052,-0.018,-0.228,0.371,1.294,0.172,-0.391,0.371,1.332,2.621,-0.421,X
9053,0.192,-0.032,0.453,-0.877,0.262,0.481,0.409,0.557,-0.185,0.324,A
9054,-0.129,0.572,-0.031,0.319,0.262,0.356,0.484,0.216,0.563,0.164,G
9055,-0.240,-0.425,0.090,1.095,0.262,2.267,0.749,-2.006,-1.370,1.676,A
9056,0.019,0.039,0.193,0.323,0.262,0.315,0.484,-0.789,-0.591,0.133,F
9057,0.390,0.557,0.431,-1.956,0.083,0.190,0.220,1.612,0.158,0.179,A
9058,0.439,0.290,0.143,-0.282,0.262,0.024,0.409,-0.064,0.501,-0.078,A
9059,-0.080,-0.173,0.367,0.325,0.262,0.730,0.371,-0.485,-0.279,0.564,F
9060,0.278,-0.362,0.502,-1.589,0.262,-1.305,-0.006,-2.430,-1.246,-1.071,F
9061,0.809,-0.095,0.118,0.988,0.977,-0.391,-1.403,0.060,0.937,0.647,I
9062,-0.005,-0.260,0.367,-0.157,0.262,0.730,0.069,-0.624,-0.404,0.757,F
9063,-0.228,0.290,-0.006,0.396,0.262,1.104,0.296,0.844,0.688,0.951,A
9064,0.007,0.376,0.125,-1.299,-1.079,0.523,,0.108,-0.061,0.488,G
9065,-0.314,-0.158,0.044,1.052,0.172,0.190,0.484,1.446,1.218,0.030,E
9066,-0.117,0.282,0.335,-0.518,0.083,-0.100,0.371,0.200,0.002,-0.166,D
9067,-0.129,-0.511,0.342,0.171,0.262,1.561,-0.195,-0.222,0.064,1.693,F
9068,0.155,0.235,0.211,0.644,0.172,0.855,0.333,0.668,-0.591,0.737,A
9069,-0.191,-0.024,0.367,2.259,0.172,1.561,0.522,0.462,1.498,1.222,X
9070,-0.141,0.729,0.079,0.152,0.262,-0.599,0.258,0.386,0.158,-0.561,F
9071,0.130,-0.126,0.378,0.755,0.262,-0.100,0.409,0.977,0.407,-0.189,A
9072,0.143,-0.291,-3.211,-2.168,0.351,-0.516,-0.195,-2.181,-1.246,-0.243,F
9073,-0.314,-2.427,-0.006,-0.195,0.262,1.270,3.014,-1.835,-1.121,-0.326,A
9074,0.069,0.007,0.289,0.593,0.262,0.356,0.107,0.723,0.906,0.397,H
9075,-0.203,-0.016,0.595,-1.582,-0.364,0.523,0.598,0.046,0.085,0.254,E
9076,-3.499,-0.574,0.357,0.751,-4.922,-0.183,0.145,1.398,0.126,-0.127,A
9077,-0.215,-0.111,0.687,,0.709,0.398,-1.743,0.945,0.407,1.704,Y
9078,-0.425,-0.221,0.307,0.497,0.262,-1.222,-0.157,-0.659,0.033,-0.916,E
9079,0.809,-0.291,0.036,-0.399,0.977,-0.266,-1.516,-1.086,0.532,0.844,I
9080,0.069,0.298,0.022,-0.223,0.262,0.855,,-0.299,0.126,0.799,G
9081,9.524,-0.181,0.068,-2.810,-2.777,-1.471,-2.422,0.958,-3.771,-2.807,A
9082,-0.117,-0.016,0.289,0.484,0.172,1.519,0.333,-0.790,-0.092,1.293,F
9083,0.019,-0.425,0.332,0.138,-0.006,-0.433,,0.303,0.407,-0.362,A
9084,0.217,-0.425,0.307,-0.043,0.262,-0.308,0.258,-1.072,-0.778,-0.289,A
9085,-0.092,-0.119,0.189,1.280,0.262,0.149,0.371,1.054,0.314,0.050,A
9086,0.106,0.290,0.172,-0.220,0.262,0.024,,-0.581,-0.404,0.032,A
9087,-0.376,-0.276,0.449,0.557,0.172,0.149,0.484,1.185,0.033,-0.019,D
9088,-3.499,1.036,-3.211,0.803,-4.922,1.810,-1.026,0.446,-0.965,2.587,Y
9089,0.254,-0.197,0.261,0.327,0.262,-0.391,-0.195,-1.012,-0.435,-0.138,F
9090,0.019,-0.016,0.325,-0.208,0.262,-0.225,0.145,0.265,0.407,-0.171,H
9091,0.254,-0.338,0.353,-1.154,0.172,-0.931,0.107,-0.409,-0.871,-0.793,F
9092,0.044,0.196,0.261,-0.394,0.262,-1.471,0.522,-3.588,-3.491,-1.458,G
9093,0.056,0.125,0.136,0.150,0.172,0.024,0.069,0.351,0.095,0.135,A
9094,-0.018,-0.150,-2.976,-1.078,0.083,-0.889,0.409,0.284,-0.372,-0.891,F
9095,0.488,-0.260,0.051,-0.756,0.977,0.979,0.145,-2.912,-2.742,0.925,I
9096,0.069,0.290,0.108,1.267,0.262,0.564,,1.301,-0.185,0.312,A
9097,0.414,-0.173,0.392,-0.131,0.262,-0.225,0.258,-0.525,-0.404,-0.225,F
9098,0.032,0.117,-0.177,-0.621,-1.168,1.768,0.296,0.046,0.095,1.551,A
9099,0.069,0.148,0.111,0.180,0.262,0.024,,-1.379,-1.246,-0.163,A
9100,0.352,-0.448,0.197,-0.528,0.977,-1.138,-1.365,-0.108,0.968,-0.170,I
9101,-0.043,0.007,0.264,-0.163,0.172,-0.972,0.333,0.881,1.249,-0.932,E
9102,0.007,-0.181,0.389,0.301,-0.096,0.730,-3.366,-0.166,0.376,-0.897,A
9103,-0.030,0.392,0.218,-0.073,0.262,0.564,0.786,-0.186,-0.061,0.193,G
9104,0.081,-0.244,0.460,0.427,0.262,0.232,-2.687,-0.055,0.189,-1.402,A
9105,0.044,0.274,0.182,0.096,0.262,-0.516,,0.785,-0.217,-0.439,F
9106,0.069,0.533,0.488,0.256,-0.632,0.647,3.278,-0.513,-3.771,-1.169,A
9107,0.365,-0.189,0.502,0.223,-1.168,0.232,0.145,-0.159,-0.092,0.258,F
9108,-0.080,0.188,-0.070,0.211,0.262,1.311,0.107,-0.689,0.345,1.258,A
9109,0.081,0.439,0.143,-0.523,0.262,0.107,0.069,-1.149,-0.029,0.187,G
9110,-0.030,0.023,0.157,-0.771,0.262,2.017,-0.044,-2.406,-2.306,1.996,H
9111,-0.351,0.015,0.214,0.737,0.172,-0.848,0.296,1.617,0.844,-0.797,E
9112,-0.030,-0.189,0.243,-0.409,0.262,-1.055,0.107,-2.489,-1.370,-0.896,F
9113,0.365,-0.001,-0.052,1.293,0.977,-1.844,-0.875,-3.600,-3.366,-1.127,I
9114,0.019,-0.605,0.502,0.181,0.172,-0.266,0.522,-1.338,-1.433,-0.391,A
9115,0.130,-0.213,0.325,0.386,0.262,-0.100,0.220,0.326,-0.217,-0.087,F
9116,0.365,0.290,0.236,-0.324,0.172,-0.516,,-0.091,0.438,-0.443,A
9117,-0.228,0.109,0.413,0.119,0.172,0.564,0.409,0.149,0.251,0.404,D
9118,0.180,-0.330,0.531,-0.314,0.083,-0.723,0.333,0.312,0.438,-0.712,A
9119,-0.043,-0.362,0.470,-0.311,0.262,-0.972,0.031,0.302,0.469,-0.790,F
9120,0.377,0.015,0.381,0.293,0.262,-1.180,,0.991,1.218,-1.219,H
9121,-0.252,-0.009,-2.044,0.343,0.351,1.519,0.371,0.156,1.124,1.267,X
9122,-0.129,0.706,0.413,2.004,0.619,-0.183,1.655,0.312,-0.466,0.410,Y
9123,0.735,-0.283,0.090,-1.848,0.977,-1.637,-1.818,-1.406,0.064,-0.420,I
9124,-0.030,0.015,0.264,0.374,0.262,0.149,-0.006,0.569,0.282,0.267,A
9125,-0.154,-0.268,-3.211,-0.352,-0.006,0.647,0.333,0.193,0.282,0.521,A
9126,0.143,0.470,-2.958,-0.380,0.262,1.353,0.711,-0.147,0.002,0.906,A
9127,-0.005,-0.660,0.346,-0.271,0.262,1.228,0.258,-0.886,-0.061,1.088,A
9128,-3.499,-0.401,0.353,0.787,-4.922,0.813,0.333,-0.080,-0.404,0.673,A
9129,0.118,0.266,0.044,-0.590,0.172,-0.350,0.409,-0.301,0.002,-0.411,F
9130,0.130,0.533,-0.045,-0.943,0.262,-0.640,0.296,-0.825,-0.061,-0.614,G
9131,-3.499,0.007,0.342,-0.318,-4.922,-0.723,0.409,0.311,0.594,-0.741,E
9132,1.217,0.156,-0.013,0.354,0.172,0.813,0.824,-0.121,-0.840,0.381,A
9133,0.019,-0.338,-0.358,-0.113,0.172,-1.180,-0.195,0.622,-3.085,-0.857,A
9134,-0.030,-0.346,0.236,-1.081,0.172,-0.433,0.673,-0.742,0.688,-0.622,E
9135,0.155,-0.189,0.246,-1.224,0.083,1.395,0.296,-0.359,0.251,1.201,A
9136,0.155,-0.197,-3.211,-0.737,0.351,0.481,0.145,-0.095,-0.029,0.477,F
9137,-0.339,-0.197,0.531,1.146,0.709,-0.599,-1.592,0.451,0.906,0.537,Y
9138,0.266,0.580,0.115,-0.165,0.262,0.273,-2.498,0.045,0.438,-1.695,A
9139,0.155,-0.385,0.381,0.314,0.262,-0.640,0.031,1.281,0.002,-0.471,F
9140,0.180,-0.330,0.531,-0.314,0.083,-0.640,0.409,-0.006,0.345,-0.671,A
9141,0.254,0.337,0.086,-0.980,0.262,0.356,0.145,-1.208,0.064,0.360,G
9142,-0.215,-0.103,0.360,0.941,0.172,0.024,0.258,0.956,0.594,-0.002,E
9143,0.180,-0.173,0.122,-1.139,0.172,1.104,0.862,-0.962,-0.248,0.626,A
9144,-0.067,-0.158,-3.211,-2.155,-1.794,-1.803,-2.989,-2.054,-0.622,-2.751,C
9145,0.167,0.117,0.047,-0.175,0.262,-0.266,0.484,-0.135,0.064,-0.381,A
9146,0.254,-0.338,0.353,-1.154,0.172,0.398,0.409,-0.380,-0.061,0.252,F
9147,0.130,0.533,-0.045,-0.943,0.262,-0.806,0.598,-0.818,0.033,-0.911,G
9148,0.056,0.431,-3.211,-1.133,0.262,0.606,0.522,-0.880,-0.154,0.372,A
9149,0.180,-0.048,0.275,-0.605,0.262,-1.222,-0.195,0.084,0.345,-0.902,F
9150,0.624,-0.189,0.140,0.387,0.977,-1.512,-1.063,-0.381,0.438,-0.715,I
9151,-3.499,-0.754,0.477,1.600,-4.922,1.561,0.598,0.778,-0.684,1.163,X
9152,-0.141,-1.202,0.613,-0.519,0.172,-1.222,0.296,-0.228,0.407,-1.140,D
9153,0.155,-0.166,-3.211,-1.321,-0.185,-0.516,-0.082,-0.957,-0.435,-0.309,A
9154,0.019,0.093,0.474,1.897,0.172,1.519,0.522,1.038,1.966,1.201,X
9155,-3.499,-0.236,0.257,-0.302,-4.922,-0.391,0.031,-0.454,-0.061,-0.249,A
9156,-0.080,0.250,0.389,-0.003,0.083,-0.474,0.824,-0.088,1.031,-0.728,E
9157,-0.129,-0.511,0.342,0.171,0.262,-1.055,0.749,0.970,0.189,-1.194,F
9158,0.315,-0.990,0.157,-2.450,0.172,-0.308,,-0.250,0.501,-0.692,X
9159,0.624,-2.427,0.179,0.711,1.066,-1.222,-1.365,-0.809,0.002,-0.244,I
9160,0.081,0.203,0.310,0.270,0.262,0.564,-0.006,-0.165,0.033,0.640,H
9161,0.143,0.486,0.026,0.545,0.172,-0.059,-3.253,0.690,0.314,-1.342,A
9162,0.019,0.525,0.068,0.167,0.262,0.232,0.635,0.133,0.314,-0.002,F
9163,0.427,0.588,0.161,-0.890,0.262,1.311,0.900,-0.184,-0.372,0.756,F
9164,0.254,-2.427,0.353,-0.051,-0.096,0.979,-0.082,-0.957,-0.435,1.072,A
9165,-0.191,-0.692,0.282,-0.194,0.172,0.107,0.522,-0.363,0.812,-0.070,E
9166,0.007,-0.056,0.335,1.779,0.262,0.315,0.069,0.631,0.314,0.368,A
9167,0.155,-0.448,0.357,-0.004,0.262,-0.266,0.333,0.253,-0.092,-0.305,F
9168,-0.129,0.572,-0.031,0.319,0.262,0.356,0.069,0.073,0.158,0.412,G
9169,0.217,-0.189,0.353,-2.201,0.262,0.855,0.447,-1.062,-0.310,0.631,A
9170,-2.450,4.836,0.353,0.049,-2.420,-1.097,-0.044,0.420,-3.584,-0.864,A
9171,-0.117,0.282,0.335,-0.518,0.083,-2.135,0.296,-1.572,0.002,-1.941,D
9172,3.266,-0.252,0.125,-2.124,0.977,-1.097,-1.328,-0.274,-0.653,-0.175,I
9173,0.118,0.557,-0.010,-0.573,0.262,-1.305,0.069,0.238,0.033,-1.106,F
9174,-0.005,-0.071,0.353,-0.207,0.262,-0.972,0.673,0.186,0.937,-1.088,H
9175,-0.388,-1.021,0.058,1.229,-0.006,1.062,0.333,0.314,0.750,1.027,X
9176,0.056,0.431,-3.211,-1.133,0.262,-0.474,0.145,0.941,0.345,-0.396,A
9177,3.722,0.337,0.175,-2.701,0.262,0.398,-0.120,1.303,-0.591,0.565,F
9178,-0.178,0.902,-0.042,0.593,0.262,-0.474,-0.082,0.622,-0.092,-0.277,F
9179,3.722,0.337,0.175,-2.701,0.262,0.647,0.371,1.714,-0.185,0.477,F
9180,0.414,-0.472,0.239,1.018,0.887,-0.972,-0.006,0.861,2.247,-0.768,I
9181,0.451,-0.268,0.335,-0.831,0.262,1.021,,0.388,0.002,0.971,A
9182,0.217,-2.089,0.424,-0.458,0.083,-0.723,-2.913,-1.069,-1.776,-2.132,A
9183,-0.005,-0.221,-3.211,1.072,0.262,1.727,0.522,1.384,1.093,1.369,A
9184,-0.005,0.305,0.019,-0.040,0.262,-0.183,-0.082,0.096,-0.185,0.000,A
9185,0.130,-0.213,0.325,0.386,0.262,0.190,0.296,0.065,-0.528,0.141,F
9186,-0.326,-0.652,0.385,-1.694,-0.185,-0.142,0.220,-1.136,-0.029,-0.119,E
9187,-0.129,0.211,0.076,0.526,0.262,1.187,0.333,-0.398,-0.715,1.003,A
9188,-0.228,-0.998,0.357,-0.027,0.262,-0.516,-0.044,0.475,0.501,-0.315,D
9189,0.204,-0.448,0.349,0.690,0.262,0.024,0.409,0.846,-0.061,-0.085,A
9190,-0.129,0.706,0.413,2.004,0.619,4.135,1.390,-0.196,-0.154,2.709,Y
9191,4.969,-0.385,0.143,-2.601,0.977,-1.471,-0.799,-2.162,-1.027,-0.824,I
9192,-0.030,-0.221,0.243,1.988,0.172,1.062,0.107,0.919,0.095,1.037,A
9193,-0.191,-0.692,0.282,-0.194,0.172,-0.931,0.598,0.853,0.719,-1.014,E
9194,-0.228,-0.998,0.357,-0.027,0.262,-0.640,-2.951,-0.396,-0.934,1.967,D
9195,-0.067,0.462,0.104,0.463,0.262,0.398,0.107,-0.332,-0.061,0.423,F
9196,-0.326,-0.652,0.385,-1.694,-0.185,-1.512,0.145,-1.694,-0.684,-1.329,E
9197,0.019,-0.338,-0.358,-0.113,0.172,-1.512,-0.120,1.009,-3.116,-1.199,A
9198,0.118,0.627,0.076,0.832,0.262,0.606,0.031,0.371,0.095,0.681,A
9199,-0.166,-0.173,-2.908,-1.670,0.351,0.190,0.296,0.708,0.002,0.138,F
9200,0.081,-0.244,0.460,0.427,0.262,-0.100,0.447,0.692,0.282,-0.210,A
9201,-0.203,-0.378,0.435,0.245,-0.721,-1.803,-2.951,0.011,-0.341,1.067,E
9202,-0.129,0.572,-0.031,0.319,0.262,0.481,,0.952,0.625,0.255,G
9203,0.032,0.117,-0.177,-0.621,-1.168,1.021,1.957,-0.611,-0.185,-0.037,A
9204,-3.499,-0.111,0.115,0.500,-4.922,-1.014,-1.630,0.805,1.779,0.123,I
9205,0.019,-0.119,0.346,-1.087,0.262,-0.640,0.296,-1.225,-1.090,-0.614,F
9206,-0.043,-0.111,0.410,1.097,0.262,0.979,0.447,1.410,0.251,0.753,A
9207,0.155,-0.166,-3.211,-1.321,-0.185,-0.017,0.409,0.116,0.469,-0.123,A
9208,-3.499,0.164,0.716,-0.379,-4.922,-1.678,0.145,0.128,-2.929,-1.479,E
9209,0.007,0.462,-0.017,0.650,-1.347,0.398,0.031,0.186,0.126,0.463,F
9210,0.155,0.141,0.229,0.766,-1.258,0.149,0.371,0.949,-0.029,0.055,A
9211,0.155,0.337,0.068,0.022,0.262,-0.017,0.484,-0.031,-0.560,-0.170,A
9212,0.599,0.753,0.008,-1.738,-0.096,-0.640,0.824,-1.344,-0.684,-0.866,F
9213,0.513,-0.071,-3.211,0.755,0.977,0.896,-1.063,0.052,0.438,1.697,I
9214,0.093,0.345,0.143,-0.027,0.262,3.014,0.371,-2.254,-2.867,2.618,G
9215,0.093,-0.103,0.015,-1.204,0.083,-0.225,0.220,-1.470,-0.185,-0.205,A
9216,-0.425,-0.221,0.307,0.497,0.262,1.311,,-2.125,-2.181,1.198,E
9217,0.044,0.408,0.047,0.461,0.262,-0.142,,0.422,-0.154,-0.314,F
9218,0.599,-2.427,0.012,0.540,0.977,-0.931,-1.328,0.167,1.343,0.030,I
9219,-0.388,-1.021,0.058,1.229,-0.006,0.606,-2.385,-0.517,-0.684,0.215,X
9220,-0.228,-0.998,0.357,-0.027,0.262,0.190,0.333,-0.440,0.002,0.112,D
9221,-0.092,-0.071,0.538,-1.179,0.262,-0.183,0.447,2.045,1.093,-0.296,E
9222,5.759,-0.236,0.378,-2.104,-1.794,1.145,0.333,-0.272,-0.248,0.971,A
9223,0.130,-0.213,0.325,0.386,0.262,0.190,0.107,0.122,-0.061,0.244,F
9224,-0.129,0.572,-0.031,0.319,0.262,-0.183,0.409,0.330,0.532,-0.266,G
9225,0.229,-1.045,0.349,0.842,0.262,1.602,0.371,0.912,-0.185,1.352,A
9226,-0.092,-0.299,0.563,1.131,0.440,0.730,-1.592,1.030,0.625,1.963,Y
9227,0.044,0.070,,0.373,0.262,-0.516,0.447,0.680,0.844,-0.605,H
9228,0.019,-0.605,0.502,0.181,0.172,0.273,0.673,0.190,-0.217,-0.007,A
9229,0.760,-1.304,-0.024,-0.974,-0.006,0.938,-1.365,1.345,2.122,1.983,I
9230,0.081,0.062,0.204,0.577,0.262,0.315,0.107,0.475,0.501,0.342,H
9231,0.130,-0.456,0.293,0.203,0.262,-0.308,0.786,-0.800,0.126,-0.567,A
9232,-0.141,0.729,0.079,0.152,0.262,-0.183,0.409,0.381,0.064,-0.255,F
9233,-0.425,-0.221,0.307,0.497,0.262,1.021,0.069,-1.585,-1.526,1.011,E
9234,0.143,0.486,0.100,-0.449,0.172,0.855,-3.064,-1.384,-1.121,-1.139,A
9235,-0.376,-0.291,-3.211,-0.835,0.083,-0.391,0.296,-0.466,-0.061,-0.392,D
9236,-0.252,-0.150,0.314,-0.244,0.262,0.439,0.447,-0.364,-0.061,0.272,A
9237,0.352,-0.448,0.197,-0.528,0.977,-0.723,-1.403,-0.115,1.405,0.277,I
9238,0.192,-0.260,0.403,-0.066,0.262,0.107,0.220,0.584,0.314,0.105,A
9239,0.624,-0.189,0.140,0.387,0.977,-0.806,-1.026,0.438,1.561,-0.030,I
9240,0.439,0.290,0.143,-0.282,0.262,-0.433,-0.082,-0.299,0.189,-0.232,A
9241,0.081,0.439,0.143,-0.523,0.262,0.523,0.447,-1.492,-0.871,0.337,G
9242,0.106,0.722,0.086,0.505,0.262,-0.640,0.484,0.576,0.095,-0.711,F
9243,-0.030,0.305,-3.203,-0.131,0.172,0.564,0.409,0.543,0.376,0.411,A
9244,0.019,-0.173,0.307,-0.082,0.172,0.523,,-1.534,-0.684,0.500,F
9245,-0.203,-0.338,0.435,-0.184,0.083,2.184,0.409,-0.190,-0.279,1.820,A
9246,0.155,0.235,0.211,0.644,0.172,1.478,0.107,-0.169,-0.466,1.407,A
9247,-0.289,0.093,0.403,-0.087,-1.436,-0.225,0.522,0.986,1.093,-0.365,E
9248,-0.055,0.580,0.033,-0.017,0.262,0.938,,-0.528,0.033,0.643,A
9249,0.192,0.148,0.193,-1.293,0.262,-1.554,-0.157,-0.701,0.719,-1.217,H
9250,0.007,0.164,0.125,0.585,0.262,-0.142,0.107,0.036,-0.809,-0.071,A
9251,0.167,-0.323,0.307,-0.544,0.262,-0.723,-0.233,-0.841,-0.248,-0.415,F
9252,-0.512,-0.621,0.492,-2.054,-0.006,5.007,0.044,-1.604,-2.659,4.671,D
9253,0.266,-0.166,0.321,0.483,0.172,0.730,0.409,-0.507,-1.058,0.538,A
9254,0.106,0.015,0.378,-0.432,0.262,-0.723,0.333,0.348,0.844,-0.708,H
9255,-0.203,-0.016,0.595,-1.582,-0.364,-1.222,-0.120,0.777,1.498,-0.940,E
9256,-3.499,-0.291,0.371,-0.281,-4.922,-0.225,0.069,0.079,-0.154,-0.119,F
9257,0.229,-0.009,0.175,0.087,0.172,-0.308,0.522,0.090,0.189,-0.426,A
9258,0.513,-0.071,-3.211,0.755,0.977,0.772,-1.252,0.166,0.688,1.753,I
9259,-0.191,-1.092,0.403,0.749,0.172,0.647,0.296,0.285,0.220,0.551,D
9260,0.118,0.557,-0.010,-0.573,0.262,-1.346,0.258,-1.134,-0.965,-1.234,F
9261,0.118,-0.166,0.563,0.567,0.619,-0.433,-1.592,-0.240,-1.682,0.747,Y
